Code,Name,PGN,,,,
C41,"Lopez Counter-Gambit, Philidor",1.e4 e5 2.Nf3 d6 3.Bc4 f5,,,,
C41,Philidor Gambit,1.e4 e5 2.Nf3 d6 3.d4 Bd7,,,,
C41,"Alapin-Blackburne Gambit, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Bg4 4.dxe5 Nd7,,,,
C41,"Exchange Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4,,,,
C41,"Morphy Gambit, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Bc4,,,,
C41,"Bird Gambit, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4 4.c3,,,,
C41,"Paulsen Attack, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Nxd4 d5 5.exd5,,,,
C41,"Larsen Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Nxd4 g6,,,,
C41,"Boden Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Qxd4 Bd7,,,,
C41,Philidor Counter Attack,1.e4 e5 2.Nf3 d6 3.d4 f5,,,,
C41,"Zukertort Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 f5 4.Nc3,,,,
C41,"Hanham; Lord Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7,,,,
C41,"Delmar Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.c3,,,,
C41,"Schlechter Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.Nc3,,,,
C41,"Krause Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.O-O,,,,
C41,"Steiner Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 c6 5.O-O Be7 6.dxe5,,,,
C41,"Sharp Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Bc4 Nb6,,,,
C41,"Lion Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nd7 4.Nc3 Nf6,,,,
C41,"Jaenisch Counter-Attack, Philidor; Nimzovich Variation",1.e4 e5 2.Nf3 d6 3.d4 Nf6,,,,
C41,"Klein Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Bc4,,,,
C41,"Sokolsky Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.dxe5 Nxe4 5.Nbd2,,,,
C41,"Rellstab Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.dxe5 Nxe4 5.Qd5,,,,
C41,"Larobok Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7,,,,
C41,"Locock Variation, Philidor",1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Ng5 h6 5.Nxf7,,,,
C42,Petroff Defense; Russian Defense; C42,1.e4 e5 2.Nf3 Nf6,,,,
C42,"Urosov Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Bc4,,,,
C42,"Boden-Kieseritzky Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Bc4 Nxe4 4.Nc3,,,,
C42,"Lichtenhein Defense, Petroff",1.e4 e5 2.Nf3 Nf6 3.Bc4 Nxe4 4.Nc3 d5,,,,
C42,"Russian Three Knights Var, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nc3,,,,
C42,"Paulsen Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nc4,,,,
C42,"Karklins-Martinovsky Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nd3,,,,
C42,"Millenium Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Bd3,,,,
C42,"Kaufmann Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.c4,,,,
C42,"French Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d3,,,,
C42,"Classical Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4,,,,
C42,"Marshall Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6,,,,
C42,"Tarrasch Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 Bg4,,,,
C42,"Staunton Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6,,,,
C42,"Jaenisch Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4,,,,
C42,"Browne Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 Nb4 9.cxd5,,,,
C42,"Chigorin Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1,,,,
C42,"Berger Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Nbd2,,,,
C42,"Mason Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O O-O,,,,
C42,"Mason-Showalter Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6,,,,
C42,"Nimzovich Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3,,,,
C42,"Lasker Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2,,,,
C42,"Cozio (Lasker) Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2,,,,
C42,"Cochrane Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nxf7,,,,
C42,"Stafford Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nc6,,,,
C42,"Damiano Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4,,,,
C42,"Kholmov Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7,,,,
C42,"Moody Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Qe2 Nc6 4.d4,,,,
C43,"Modern Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4,,,,
C43,"Symmetrical Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 d5,,,,
C43,"Suchting Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.Bc4,,,,
C43,"Tal Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 5.Bb5,,,,
C43,"Center Attack, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 5.Qxd4,,,,
C43,"Trifunovic Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Bd6 6.O-O O-O 7.c4 Bxe5,,,,
C43,"Murret Variation, Petroff",1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 Nc6,,,,
C43,"Steinitz Variation, Petoff; C43",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.d4,,,,
C43,"Urusov Gambit, Petroff",1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.d4 exd4 4.Bc4,,,,
C44,C44,1.e4 e5 2.Nf3 Nc6,,,,
C44,Paschman Wing Gambit,1.e4 e5 2.Nf3 Nc6 3.b4,,,,
C44,Taylor Opening; Inverted Hungarian,1.e4 e5 2.Nf3 Nc6 3.Be2,,,,
C44,Inverted Hanham Opening,1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d3 d5 5.Nbd2,,,,
C44,Basman Gambit,1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d4 exd4 5.e5,,,,
C44,Ponziani; Staunton; English Knights,1.e4 e5 2.Nf3 Nc6 3.c3ï¿½ï¿½,,,,
C44,"Spanish Variation, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Bb5,,,,
C44,"Nikitin Gambit, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Bb5 dxe4 5.Nxe5 Qd5 6.Qa4,,,,
C44,"Caro Variation, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 Bd7,,,,
C44,"Steinitz Variation, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 f6,,,,
C44,"Leonhardt Variation, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 Nf6,,,,
C44,Ponziani Counter-Gambit,1.e4 e5 2.Nf3 Nc6 3.c3 f5,,,,
C44,"Schmidt Attack, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 f5 4.d4 d6 5.d5,,,,
C44,"Jaenisch Counterattack, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 Nf6,,,,
C44,"Neumann Gambit, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.Bc4,,,,
C44,"Breyer Opening, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.d3 Be7 5.b4,,,,
C44,"Vukovic Gambit, Ponziani",1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.d4 Nxe4 5.d5 Bc5,,,,
C44,Dresden Opening,1.e4 e5 2.Nf3 Nc6 3.c4,,,,
C44,Scotch Game,1.e4 e5 2.Nf3 Nc6 3.d4,,,,
C44,"MacLopez; Relfsson Gambit, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bb5,,,,
C44,Scotch Gambit,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4,,,,
C44,"London Defense, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+,,,,
C44,"Vitzhum Attack, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.Ng5 Nh6 6.Qh5,,,,
C44,"Paulsen; Anderssen C-A, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.O-O d6 6.c3 Bg4,,,,
C44,"Benima Defense, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Be7,,,,
C44,"Goering Gambit, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3,,,,
C44,"Goering Gambit Declined, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 d5,,,,
C44,"Double Pawn Sacrifice, Goering Gambit",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 dxc3 5.Bc4,,,,
C44,"Bardeleben Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 dxc3 5.Nxc3 Bb4 6.Bc4 Nf6,,,,
C44,"Lolli Attack, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 Nxd4,,,,
C44,"Napoleon Gambit, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 Nxd4 4.Nxd4 exd4 5.Bc4,,,,
C44,Konstantinopolsky Opening,1.e4 e5 2.Nf3 Nc6 3.g3,,,,
C44,Chicago; Irish; Schulze-Muller Gambit,1.e4 e5 2.Nf3 Nc6 3.Nxe5 Nxe5 4.d4,,,,
C45,C45,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4,,,,
C45,"Malaniuk Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+,,,,
C45,"Classical Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5,,,,
C45,"Gunsberg Defense, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Bb5 Nd8,,,,
C45,"Fleissig; Meitner Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Nc2,,,,
C45,"Blackburne Attack, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Qd2,,,,
C45,"Millennium Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Qg6,,,,
C45,"Blumenfeld Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.Nb5,,,,
C45,"Potter Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3,,,,
C45,"Romanishin Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 Bb4+,,,,
C45,"Geller Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 Bb6 6.a4 a6 7.Nc3 Nf6,,,,
C45,"Intermezzo Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nxc6 Qf6,,,,
C45,"Alekhine Gambit, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.e5,,,,
C45,Schmidt Var; Scotch Four Knights,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nc3,,,,
C45,"Mieses Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6,,,,
C45,"Tartakower Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.Nd2,,,,
C45,"Steinitz; Pulling Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4,,,,
C45,"Braune Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Be3,,,,
C45,"Horwitz Attack, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nb5,,,,
C45,"Steinitz Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nc3,,,,
C45,"Modern Defesne, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nc3 Bb4,,,,
C45,"Fraser Attack, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nf3,,,,
C45,"Paulsen Variation, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nf5,,,,
C45`,"Paulsen Attack, Scotch",1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Bb5,,,,
C46,Three Knights Opening; C46,1.e4 e5 2.Nf3 Nc6 3.Nc3,,,,
C46,"Schlechter Variation, Three Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Bb4 4.Nd5 Nf6,,,,
C46,"Winawer Defense, Three Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 f5,,,,
C46,"Steinitz Defense, Three Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 g6,,,,
C46,"Rosenthal Variation, Three Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 g6 4.d4 exd4 5.Nd5,,,,
C46,"Italian Variation, Four Knightsï¿½ï¿½",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4,,,,
C46,"Halloween Gambit, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Nxe5,,,,
C47,Four Knights Openng; C47,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6,,,,
C47,"Gunsberg Variation, Four Kngiths",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3,,,,
C47,"Provincial Opening, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3 d6 5.h3,,,,
C47,"Noa Gambit, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4 Nxe4 5.Bxf7+,,,,
C47,"Bogoljubow (Scotch) Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4,,,,
C47,"Oxford Gambit, Four Kngihts",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.d5 Nd4,,,,
C47,"Krause Gambit, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.Nxe5,,,,
C47,"Leonhardt Defense, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.Nxe5 Qe7,,,,
C47,"Belgrade Gambit, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nd5,,,,
C47,"Schmid Gambit, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Nxe4,,,,
C48,Spanish Four Knights Game; C48,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5,,,,
C48,"Ranken Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 a6 5.Bxc6,,,,
C48,"Classical Variation, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5,,,,
C48,"Marshall Gambit, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5 5.Nxe5 Nd4 6.Ba4 O-O,,,,
C48,"Rubinstein Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4,,,,
C49,"Double Ruy Lopez Opening, 4 Knights; C49",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4,,,,
C49,"Paulsen Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.Bxc6,,,,
C49,"Svenonius Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3 7.bxc3 d5,,,,
C49,"Janowski Variation, Four Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3 7.bxc3 d6 8.Re1,,,,
C49,"Symmetrical Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6,,,,
C49,"Bernstein Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Bxc3 8.bxc3 Ne7,,,,
C49,"Metger Unpin Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Bxc3 8.bxc3 Qe7 9.Re1 Nd8,,,,
C49,"Pillsbury Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Ne7,,,,
C49,"Maroczy Variation, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Ne2,,,,
C49,"Blackburne Attack, 4 Knights",1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.Nd5 Bc5 7.d4,,,,
C50,Italian Game; C50,1.e4 e5 2.Nf3 Nc6 3.Bc4,,,,
C50,Giuoco Piano; Italian Opening,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5,,,,
C50,Jerome Gambit; Kentucky Opening,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Bxf7+ï¿½,,,,
C50,Giuoco Pianissimo,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3ï¿½ï¿½,,,,
C50,Lucchini Gambit; Italian,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 f5,,,,
C50,Italian Four Knights Variation,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3ï¿½ï¿½,,,,
C50,"Canal Variation, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3 d6 6.Bg5,,,,
C50,"Rosentreter Gambit, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d4,,,,
C50,"Italian Variation, Four Knights Game",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Nc3 Nf6,,,,
C50,"Deutz Gambit, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d4,,,,
C50,Hungarian Defense,1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7,,,,
C50,"Tartakower Variation, Hungarian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7 4.d4 exd4 5.c3 Nf6 6.e4 Ne4,,,,
C50,Half Giuoco Piano; Semi-Italian Opening,1.e4 e5 2.Nf3 Nc6 3.Bc4 d6,,,,
C50,Rousseau Gambit,1.e4 e5 2.Nf3 Nc6 3.Bc4 f5,,,,
C50,"Shilling (Kostic) Gambit, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Nd4,,,,
C51,Evans Gambit; C51,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4,,,,
C51,"Lange Variation, Evans Gambit",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bb6 5.b5 Na5 6.Nxe5 Nh6,,,,
C51,Evans Gambit Accepted,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4,,,,
C51,"Normal Position, Evans Gambit",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6,,,,
C51,"Ulvestad Variation, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.d5 Na5 10.Bb2,,,,
C51,"Paulsen Variation, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.d5 Na5 10.Bb2 Ne7,,,,
C51,"Morphy Attack, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.Nc3ï¿½ï¿½,,,,
C51,"Fraser Attack; Mortimer, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.Nc3 Bg4 10.Qa4,,,,
C51,"Goering Attack, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.Nc3 Na5 10.Bg5,,,,
C51,"Stone-Ware Defense, Evans Gambit",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bd6,,,,
C51,"Anderssen Variation, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7,,,,
C51,"Cordel Line, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7 6.d4 Na5,,,,
C51,"Hein Countergambit, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 d5,,,,
C52,"Main Line, Evans Gambit; C52",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5,,,,
C52,"Leonhardt Variation, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 b5,,,,
C52,"Sokolsky Variation, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.Bg5,,,,
C52,"Lasker Defense, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.O-O Bb6,,,,
C52,"Tartakower Attack, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.Qb3,,,,
C52,"Pierce Defense, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4,,,,
C52,"Schulen Defense, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O b5,,,,
C52,"Waller Attack, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O d6 8.Qb3,,,,
C52,"Compromised Defense, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O dxc3,,,,
C52,"Mieses Defense, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O Nge7,,,,
C52,"Slow Variation, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O,,,,
C52,"Richardson Attack, Evans",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O Nf6 7.d4 O-O 8.Nxe5,,,,
C53,"Classical Variation, Italian; C53",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3,,,,
C53,"Labourdonnais Variation, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 d6 5.d4 exd4 6.cxd4 Bb6,,,,
C53,"Alexandre Gambit, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 f5,,,,
C53,Giuoco Pianissimo,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3,,,,
C53,"Center Attack, Italian",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4,,,,
